2	1018.1
2.001	1017.84
2.002	1017.58
2.003	1017.32
2.004	1017.06
2.005	1016.8
2.006	1016.54
2.007	1016.28
2.008	1016.03
2.009	1015.77
2.01	1015.51
2.011	1015.25
2.012	1015
2.013	1014.74
2.014	1014.48
2.015	1014.23
2.016	1013.97
2.017	1013.72
2.018	1013.46
2.019	1013.21
2.02	1012.95
2.021	1012.7
2.022	1012.45
2.023	1012.19
2.024	1011.94
2.025	1011.69
2.026	1011.44
2.027	1011.19
2.028	1010.94
2.029	1010.68
2.03	1010.43
2.031	1010.18
2.032	1009.93
2.033	1009.68
2.034	1009.44
2.035	1009.19
2.036	1008.94
2.037	1008.69
2.038	1008.44
2.039	1008.2
2.04	1007.95
2.041	1007.7
2.042	1007.46
2.043	1007.21
2.044	1006.97
2.045	1006.72
2.046	1006.48
2.047	1006.23
2.048	1005.99
2.049	1005.74
2.05	1005.5
2.051	1005.26
2.052	1005.01
2.053	1004.77
2.054	1004.53
2.055	1004.29
2.056	1004.05
2.057	1003.81
2.058	1003.57
2.059	1003.32
2.06	1003.08
2.061	1002.85
2.062	1002.61
2.063	1002.37
2.064	1002.13
2.065	1001.89
2.066	1001.65
2.067	1001.41
2.068	1001.18
2.069	1000.94
2.07	1000.7
2.071	1000.47
2.072	1000.23
2.073	999.997
2.074	999.762
2.075	999.527
2.076	999.292
2.077	999.058
2.078	998.824
2.079	998.591
2.08	998.358
2.081	998.125
2.082	997.893
2.083	997.66
2.084	997.429
2.085	997.197
2.086	996.966
2.087	996.735
2.088	996.505
2.089	996.275
2.09	996.045
2.091	995.816
2.092	995.586
2.093	995.358
2.094	995.129
2.095	994.901
2.096	994.673
2.097	994.446
2.098	994.219
2.099	993.992
2.1	993.766
2.101	993.539
2.102	993.314
2.103	993.088
2.104	992.863
2.105	992.638
2.106	992.414
2.107	992.19
2.108	991.966
2.109	991.742
2.11	991.519
2.111	991.296
2.112	991.074
2.113	990.852
2.114	990.63
2.115	990.408
2.116	990.187
2.117	989.966
2.118	989.746
2.119	989.525
2.12	989.306
2.121	989.086
2.122	988.867
2.123	988.648
2.124	988.429
2.125	988.211
2.126	987.993
2.127	987.775
2.128	987.558
2.129	987.341
2.13	987.124
2.131	986.908
2.132	986.692
2.133	986.476
2.134	986.261
2.135	986.046
2.136	985.831
2.137	985.617
2.138	985.403
2.139	985.189
2.14	984.975
2.141	984.762
2.142	984.549
2.143	984.337
2.144	984.125
2.145	983.913
2.146	983.701
